school_name,address,postal_code,mainlevel_code,longitude,latitude
RAFFLES GIRLS' SCHOOL (SECONDARY),2    BRADDELL RISE,318871,SECONDARY,103.84313404727,1.34217479932295
RAFFLES INSTITUTION,1    RAFFLES INSTITUTION LANE,575954,MIXED LEVELS,103.845875110532,1.34618775847486
RED SWASTIKA SCHOOL,350  BEDOK NORTH AVENUE 3,469719,PRIMARY,103.934317528484,1.33405659580859
REGENT SECONDARY SCHOOL,50   CHOA CHU KANG NORTH 5,689621,SECONDARY,103.751034411529,1.39327908335682
RIVER VALLEY HIGH SCHOOL,6    BOON LAY AVENUE,649961,MIXED LEVELS,103.708190688947,1.34459584223718
RIVER VALLEY PRIMARY SCHOOL,2    RIVER VALLEY GREEN,237993,PRIMARY,103.836018941571,1.29418347842837
RIVERSIDE PRIMARY SCHOOL,110  Woodlands Crescent,737803,PRIMARY,103.801889031334,1.44700426493785
RIVERSIDE SECONDARY SCHOOL,3    WOODLANDS STREET 81,738524,SECONDARY,103.78830823641,1.44110157139127
RIVERVALE PRIMARY SCHOOL,80   RIVERVALE DRIVE,545092,PRIMARY,103.904545253288,1.39333506298213
ROSYTH SCHOOL,21   Serangoon North Avenue 4,555855,PRIMARY,103.87477170399,1.3728583654058
RULANG PRIMARY SCHOOL,6    JURONG WEST STREET 52,649295,PRIMARY,103.718457955487,1.34673868889096
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1    Technology Drive,138572,SECONDARY,103.774011529322,1.31292810600277
"SCHOOL OF THE ARTS, SINGAPORE",1    Zubir Said Drive,227968,MIXED LEVELS,103.848687419363,1.29936480411316
SEMBAWANG PRIMARY SCHOOL,10   SEMBAWANG DRIVE,757715,PRIMARY,103.821152676215,1.4457453096024
SEMBAWANG SECONDARY SCHOOL,30   SEMBAWANG CRESCENT,757704,SECONDARY,103.816843258118,1.44531502131387
SENG KANG PRIMARY SCHOOL,21   COMPASSVALE WALK,545166,PRIMARY,103.899527879229,1.38925044778224
SENG KANG SECONDARY SCHOOL,10   COMPASSVALE LANE,545090,SECONDARY,103.898365036709,1.38659683143747
SENGKANG GREEN PRIMARY SCHOOL,15   Fernvale Road,797636,PRIMARY,103.874984869551,1.3925400930811
SERANGOON GARDEN SECONDARY SCHOOL,21   SERANGOON NORTH AVENUE 1,555889,SECONDARY,103.869270301476,1.36932570490947
SERANGOON SECONDARY SCHOOL,11   UPPER SERANGOON VIEW,534237,SECONDARY,103.902138740699,1.37465538827443
SHUQUN PRIMARY SCHOOL,8    JURONG WEST STREET 51,649332,PRIMARY,103.721559387203,1.34686967259067
SI LING PRIMARY SCHOOL,61   WOODLANDS AVENUE 1,739067,PRIMARY,103.786035065192,1.43240935732525
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,190  DUNEARN ROAD,309437,PRIMARY,103.828164966953,1.3206340835184
SINGAPORE CHINESE GIRLS' SCHOOL,190  DUNEARN ROAD,309437,SECONDARY,103.828164966953,1.3206340835184
SINGAPORE SPORTS SCHOOL,1    Champions Way,737913,MIXED LEVELS,103.789444793951,1.42641140556342
SOUTH VIEW PRIMARY SCHOOL,6    Choa Chu Kang Central,689762,PRIMARY,103.747153671,1.38143123987698
SPECTRA SECONDARY SCHOOL,1    WOODLANDS DRIVE 64,737758,SECONDARY,103.804100467487,1.43703750789961
SPRINGDALE PRIMARY SCHOOL,71   Anchorvale Link,544799,PRIMARY,103.889416413501,1.39528544463377
SPRINGFIELD SECONDARY SCHOOL,30   TAMPINES AVENUE 8,529593,SECONDARY,103.930354460693,1.34957303471476
ST. ANDREW'S JUNIOR COLLEGE,5    Sorby Adams Drive,357691,JUNIOR COLLEGE,103.863576377056,1.33306515740956
ST. ANDREW'S JUNIOR SCHOOL,2    FRANCIS THOMAS DRIVE,359337,PRIMARY,103.865117134385,1.33140255308868
ST. ANDREW'S SECONDARY SCHOOL,15   FRANCIS THOMAS DRIVE,359342,SECONDARY,103.866249138562,1.33069360968075
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4,469701,PRIMARY,103.941234868202,1.3347253730189
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4,469700,SECONDARY,103.941977166932,1.33466313498855
ST. ANTHONY'S PRIMARY SCHOOL,30   Bukit Batok St 32,659401,PRIMARY,103.749251919049,1.36411948475833
ST. GABRIEL'S PRIMARY SCHOOL,220  Lorong Chuan,556742,PRIMARY,103.862309899986,1.34930766795555
ST. GABRIEL'S SECONDARY SCHOOL,24   SERANGOON AVENUE 1,556140,SECONDARY,103.876094163287,1.34648798732177
ST. HILDA'S PRIMARY SCHOOL,2    Tampines Ave 3,529706,PRIMARY,103.937016363397,1.34967978969837
ST. HILDA'S SECONDARY SCHOOL,2    TAMPINES STREET 82,528986,SECONDARY,103.937608032148,1.34973922385379
ST. JOSEPH'S INSTITUTION,38   MALCOLM ROAD,308274,MIXED LEVELS,103.828498974985,1.32365313490152
ST. JOSEPH'S INSTITUTION JUNIOR,3    ESSEX ROAD,309331,PRIMARY,103.845633334522,1.31781476118551
ST. MARGARET'S SCHOOL (PRIMARY),136 SOPHIA ROAD,228197,PRIMARY,103.845820266438,1.30414407358332
ST. MARGARET'S SCHOOL (SECONDARY),111  FARRER ROAD,259240,SECONDARY,103.809602215402,1.31977464050584
ST. PATRICK'S SCHOOL,490  EAST COAST ROAD,429058,SECONDARY,103.917638193713,1.30788341871801
ST. STEPHEN'S SCHOOL,20   SIGLAP VIEW,455789,PRIMARY,103.917258129598,1.31878997295135
SWISS COTTAGE SECONDARY SCHOOL,3    BUKIT BATOK STREET 34,659322,SECONDARY,103.750396136688,1.36471742697475
TAMPINES MERIDIAN JUNIOR COLLEGE,21   Pasir Ris Street 71,518799,JUNIOR COLLEGE,103.936990723441,1.37633346909682
TAMPINES NORTH PRIMARY SCHOOL,30   TAMPINES AVENUE 9,529565,PRIMARY,103.948768900518,1.36048786025607
TAMPINES PRIMARY SCHOOL,250  TAMPINES STREET 12,529426,PRIMARY,103.943573098509,1.3504863946694
TAMPINES SECONDARY SCHOOL,252  TAMPINES ST 12,529427,SECONDARY,103.944263709507,1.34926094811197
TANJONG KATONG GIRLS' SCHOOL,20   Dunman Lane,439272,SECONDARY,103.896107204542,1.3075626184394
TANJONG KATONG PRIMARY SCHOOL,10   Seraya Road,437259,PRIMARY,103.899999965407,1.30498489044822
TANJONG KATONG SECONDARY SCHOOL,130  HAIG ROAD,438796,SECONDARY,103.897225196199,1.30873515955341
TAO NAN SCHOOL,49   MARINE CRESCENT,449761,PRIMARY,103.911553152326,1.30528528687321
TECK GHEE PRIMARY SCHOOL,1    ANG MO KIO STREET 32,569299,PRIMARY,103.851009800453,1.36565018546903
TECK WHYE PRIMARY SCHOOL,11   TECK WHYE WALK,688261,PRIMARY,103.753924558586,1.38388660469396
TELOK KURAU PRIMARY SCHOOL,50   BEDOK RESERVOIR RD,479239,PRIMARY,103.911005345855,1.33109611001931
TEMASEK JUNIOR COLLEGE,2   TAMPINES AVENUE 9,529564,MIXED LEVELS,103.956185936394,1.35728017255861
TEMASEK PRIMARY SCHOOL,501  BEDOK SOUTH AVE 3,469300,PRIMARY,103.94575943784,1.31720341663064
TEMASEK SECONDARY SCHOOL,600  UPPER EAST COAST ROAD,465561,SECONDARY,103.947564112022,1.31591673150616
TOWNSVILLE PRIMARY SCHOOL,3    ANG MO KIO AVE 10,569730,PRIMARY,103.853768994775,1.35994649477568
UNITY PRIMARY SCHOOL,21   CHOA CHU KANG CRESCENT,688268,PRIMARY,103.746801233973,1.40278303219036
UNITY SECONDARY SCHOOL,20   CHOA CHU KANG STREET 62,689143,SECONDARY,103.74602091483,1.40001524119441
VALOUR PRIMARY SCHOOL,49   Punggol Central,828728,PRIMARY,103.898762173662,1.40744168163777
VICTORIA JUNIOR COLLEGE,20   MARINE VISTA,449035,JUNIOR COLLEGE,103.919982704149,1.30670174177479
VICTORIA SCHOOL,2    SIGLAP LINK,448880,SECONDARY,103.927980966639,1.3087130270751
WATERWAY PRIMARY SCHOOL,70   Punggol Drive,828802,PRIMARY,103.918585924582,1.39889261226315
WELLINGTON PRIMARY SCHOOL,10   WELLINGTON CIRCLE,757702,PRIMARY,103.822516208087,1.45168517614776
WEST GROVE PRIMARY SCHOOL,1    JURONG WEST ST 72,NIL,PRIMARY,103.698067375909,1.3483403539896
WEST SPRING PRIMARY SCHOOL,60   Bukit Panjang Ring Road,679946,PRIMARY,103.76639772288,1.38917971808454
WEST SPRING SECONDARY SCHOOL,61   SENJA  ROAD,677737,SECONDARY,103.760128840155,1.38782283303782
WEST VIEW PRIMARY SCHOOL,31   SENJA ROAD,677742,PRIMARY,103.760273432258,1.38378546546228
WESTWOOD PRIMARY SCHOOL,1    Jurong West Street 73,649188,PRIMARY,103.700467520791,1.3477109654722
WESTWOOD SECONDARY SCHOOL,11   JURONG WEST STREET 25,648350,SECONDARY,103.701772102139,1.35373698510994
WHITE SANDS PRIMARY SCHOOL,2    PASIR RIS ST 11,510110,PRIMARY,103.956300375904,1.36877568746945
WHITLEY SECONDARY SCHOOL,30   BISHAN STREET 24,579747,SECONDARY,103.842552378136,1.35505208480649
WOODGROVE PRIMARY SCHOOL,2    WOODLANDS DRIVE 14,738079,PRIMARY,103.79023031392,1.43273620725049
WOODGROVE SECONDARY SCHOOL,3    WOODLANDS AVENUE 6,738990,SECONDARY,103.79604758539,1.42831828137013
WOODLANDS PRIMARY SCHOOL,10   WOODLANDS DRIVE 50,738853,PRIMARY,103.791791282236,1.43658270720199
WOODLANDS RING PRIMARY SCHOOL,11   WOODLANDS RING ROAD,738240,PRIMARY,103.79741434351,1.43485179380236
WOODLANDS RING SECONDARY SCHOOL,21   WOODLANDS AVENUE 1,739062,SECONDARY,103.777625748539,1.43070452883799
WOODLANDS SECONDARY SCHOOL,11   MARSILING ROAD,739111,SECONDARY,103.774586410437,1.43912528141356
XINGHUA PRIMARY SCHOOL,45   HOUGANG AVENUE 1,538882,PRIMARY,103.890216355459,1.35799653782463
XINGNAN PRIMARY SCHOOL,5    JURONG WEST STREET 91,649036,PRIMARY,103.687588478681,1.34270639669225
XINMIN PRIMARY SCHOOL,9    HOUGANG AVENUE 8,538784,PRIMARY,103.88280991785,1.37176798317468
XINMIN SECONDARY SCHOOL,11   HOUGANG AVENUE 8,538789,SECONDARY,103.88305161385,1.37255884700002
XISHAN PRIMARY SCHOOL,8    YISHUN STREET 21,768611,PRIMARY,103.837755319448,1.43347186925064
YANGZHENG PRIMARY SCHOOL,15   SERANGOON AVENUE 3,556108,PRIMARY,103.868467129954,1.3489768083841
YEW TEE PRIMARY SCHOOL,10   CHOA CHU KANG ST 64,689100,PRIMARY,103.751817992962,1.39672603497195
YIO CHU KANG PRIMARY SCHOOL,1    HOUGANG STREET 51,538720,PRIMARY,103.885643682171,1.37793264345276
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,SECONDARY,103.84213696352,1.37797597740925
YISHUN INNOVA JUNIOR COLLEGE,3    YISHUN RING ROAD,768675,JUNIOR COLLEGE,103.83003171149,1.42426692572335
YISHUN PRIMARY SCHOOL,500  YISHUN RING ROAD,768679,PRIMARY,103.834050796658,1.43397617334964
YISHUN SECONDARY SCHOOL,4    YISHUN STREET 71,768516,SECONDARY,103.828764316679,1.42813324276086
YISHUN TOWN SECONDARY SCHOOL,6    YISHUN STREET 21,768610,SECONDARY,103.838094226361,1.43232156717386
YU NENG PRIMARY SCHOOL,56   BEDOK NORTH ST 3,469623,PRIMARY,103.932015036296,1.33398037894072
YUAN CHING SECONDARY SCHOOL,103  YUAN CHING ROAD,618654,SECONDARY,103.72089870437,1.34200635764467
YUHUA PRIMARY SCHOOL,158  JURONG EAST STREET 24,609558,PRIMARY,103.740861148879,1.34291981622016
YUHUA SECONDARY SCHOOL,35   JURONG WEST STREET 41,649406,SECONDARY,103.722687235839,1.34718626876968
YUMIN PRIMARY SCHOOL,3    TAMPINES STREET 21,529393,PRIMARY,103.950551091373,1.35131569890862
YUSOF ISHAK SECONDARY SCHOOL,11   BUKIT BATOK STREET 25,658712,SECONDARY,103.760159353985,1.34235172835604
YUYING SECONDARY SCHOOL,47   HOUGANG AVENUE 1,538884,SECONDARY,103.890194755287,1.35713595302467
ZHANGDE PRIMARY SCHOOL,51   Jalan Membina,169485,PRIMARY,103.825951884637,1.28421153855474
ZHENGHUA PRIMARY SCHOOL,9    Fajar Road,679002,PRIMARY,103.76970317201,1.37942873617052
ZHENGHUA SECONDARY SCHOOL,91   SENJA ROAD,670628,SECONDARY,103.760410617887,1.38512867383046
ZHONGHUA PRIMARY SCHOOL,12   SERANGOON AVENUE 4,556095,PRIMARY,103.869712517383,1.36026072476019
ZHONGHUA SECONDARY SCHOOL,13   SERANGOON AVENUE 3,556123,SECONDARY,103.869430481414,1.34840720846208
