facility_type,facility_name,longitude,latitude
mrt,UPPER CHANGI MRT STATION,103.9614717886784,1.3417374838931966
mrt,CHANGI AIRPORT MRT STATION,103.98836465850532,1.3573145453309785
mrt,BRADDELL MRT STATION,103.84679784541233,1.340471684451099
mrt,BUANGKOK MRT STATION,103.8931215647853,1.382877858147225
mrt,PROMENADE MRT STATION,103.860999155887,1.2932180514893272
mrt,BOTANIC GARDENS MRT STATION,103.81498275034396,1.3221101929847647
mrt,RAFFLES PLACE MRT STATION,103.85146171209112,1.2841256105732046
mrt,HOLLAND VILLAGE MRT STATION,103.79619182386152,1.3118347904021326
mrt,OUTRAM PARK MRT STATION,103.8391264975836,1.2814049781301369
mrt,TELOK BLANGAH MRT STATION,103.80974863683566,1.270753211458579
mrt,TELOK AYER MRT STATION,103.84830280619272,1.2822895361922544
mrt,NEWTON MRT STATION,103.83798529963272,1.3123200995556394
mrt,CANBERRA MRT STATION,103.82971180026024,1.443136699719395
mrt,WOODLANDS NORTH MRT STATION,103.78569270000877,1.448292499870659
mrt,HUME MRT STATION,103.76909924150804,1.3545176075254892
mrt,SPRINGLEAF MRT STATION,103.81808184986264,1.3981608610259548
mrt,LENTOR MRT STATION,103.8364694869142,1.3850619469262857
mrt,MAYFLOWER MRT STATION,103.83682393201484,1.3720866386742012
mrt,BRIGHT HILL MRT STATION,103.8329359578363,1.3633080980958083
mrt,UPPER THOMSON MRT STATION,103.83293816886057,1.3544118531277336
school,ADMIRALTY PRIMARY SCHOOL,103.800040119743,1.4426347903311
school,ADMIRALTY SECONDARY SCHOOL,103.802398196596,1.44589068910993
school,AHMAD IBRAHIM PRIMARY SCHOOL,103.832942401086,1.43315271543517
